NA	sentiment	tweet
2.64052E+17	positive	@Damo_Dee going to laidback luke next saturday going to be amaziiiiinggggaaaa! Haha
1.78775E+17	neutral	T-BLUE joined the memorial service of the Great East Japan Earthquake at LOGOSLIFE CHURCH on March 10th. http://t.co/I3Ftbvuw
2.63266E+17	positive	What?! Seoul on Jan 28th - Feb 5th. Send a request for the accommodation in the corner of Myeongdong. I wish it will go through well.
2.29976E+17	negative	Michael Dyer got kicked out of his 2nd school. SMH. He had it made. Why throw away your talent like that. SMFH
2.64031E+17	negative	Was going back up to Dayton in January but ion really think I can handle being up there to live that place ain't no good for me
2.60796E+17	positive	The new iMac is so freaking thin. I may choose it over a Thunderbolt display. Unless they update it to!
2.64161E+17	neutral	@YBcully well I want the draft to be on Saturday do u have a yahoo account
2.52713E+17	neutral	[Best Sellers] #4: The 2nd Law [Explicit]: The 2nd Law [Explicit] Muse | Format: MP3 Download 1 day in the... http://t.co/zeq6b9om #AmazonUK
2.64185E+17	neutral	Don't forget about Daylight Savings time. It is this Sunday morning at 3am. You get to move your clock back to... http://t.co/HHpk90P5
2.14268E+17	neutral	@tifosiguy Father's Day is just commercial of course but the British version of Mothering Sunday goes back centuries and it marks the...
2.61873E+17	neutral	"Meet recruiters from Deloitte and Touche LLP, FedBid, IRC, and more at the Job Search Crash Course next Tuesday: http://t.co/ETDVFiLH"
2.43387E+17	positive	3rd season Dance Academy means to me : going crazy! I love it and can't wait :)))
2.4017E+17	positive	@Femble91 I think @ariennaminx and I were talking about Saturday how cool it would be to perform Bebop songs with Yoko Kanno in attendance.
2.64165E+17	positive	"My mommy just said she'd give me $1,000 to go to Peru in March!!!! Whoo whoo whoo!"
2.22577E+17	negative	One concern about Posterous is that it was bought by Twitter recently and so may no longer have same support/development as previously.
2.56315E+17	neutral	2nd plenary with Cherie Blair and Sanjit Bunker Roy #WF12
2.57104E+17	positive	Saturday is a rugby day! Game against UMD today. Lets go Tarheels. #UNC #girlswhoplayrugby #rugby
1.95572E+17	positive	"RamCharan's #Racha succesfully completes 3weeks with record collections,into 4th week! Now!!"
2.64036E+17	neutral	#INFO --> Grand opening sharetea bubble tea with @Cherrybelleindo 2 nov 2012 mall taman anggrek 11:00 - 14:00 * Jadwal ke-1 besok !
2.59008E+17	neutral	"Next Saturday, be sure to check out NERO and Adventure Club with Fareoh at HAMMERSTEIN BALLROOM at Manhattan... http://t.co/fyKv6SV5"
2.13045E+17	positive	@gulianarancic so we get to see it in Ireland tomorrow on E News. Can't wait. Congrats on the little bun in the oven #amazeballs x
2.60081E+17	neutral	Just got myself 3 FREE tickets to Kwamz&Flava on Wednesday.. But I dunno if im going
2.51171E+17	positive	"Watching 'The Announcement' for 2nd time. Story of Magic Johnson & HIV. Its a fantastic documentary, upbeat message about a sad topic"
2.62911E+17	neutral	Albion write off Nottingham loss: Plymouth Albion winger Jack Arnott says the club will 'write off' Saturday's 3... http://t.co/M8UrQZCf
2.43592E+17	neutral	Released 1st Open Source version of Karm. A Task management application in Lua. Check it out http://t.co/pIDnxqX8
2.63139E+17	negative	Shaker can't just post pone Halloween .. tf wensday I'm getting my candy not on Sunday
2.61174E+17	neutral	"Fed Keeps Rates Low, Says Growth Is Moderate The Federal Reserve stuck to its assessment Wednesday that the econ... http://t.co/bXdixqRy"
2.58866E+17	positive	If this guy can be happy... there's no reason you can't  Happy Friday Eve!  Talking Billion Dollar ideas and Flava... http://t.co/kNhiUXfe
2.59253E+17	negative	vice-president of the Senegalese FA has resigned after crowd trouble forced the abandonment of Saturday's home tie with Ivory Coast #Africa
2.17814E+17	neutral	AGGTOWN: This Fri I'm on stage at Club Crucial and MykFresh with me! http://t.co/9NthDKFq
2.48236E+17	neutral	@EvO317 : ill have copies on deck for the show on the 28th at the Hoosier Dome .
2.64134E+17	positive	"@asto_90 @danhill1987 haha oh yeah you're right, who have Arsenal got? Catch you tomorrow boys! Up the Albion!"
2.61429E+17	positive	"excited for fri,not so i can get smashed but so i can go to the garden centre,look at the xmas display and have a coffee #wtf #grannyalert"
2.43084E+17	neutral	Check out the new fall TV at Paleyfest tomorrow! http://t.co/lLGG9oYj
2.638E+17	neutral	Just a reminder than we will be playing in HMV in Buchanan Street on Tues the 6th :) Time tbc. Hope to see you guys there x
2.59776E+17	neutral	Off to watch The Runaways for the 20th time
2.62274E+17	neutral	"Nets Roster Set, Deron Dishes on Ankle - Saturday, the Brooklyn Nets were up and at 'em for a full practice, now th... http://t.co/74c7ghQP"
2.54196E+17	positive	HAPPY 20TH BLESSED BIRTHDAY CHUNJI! ^^ One more year and you will enter the life of the adulthood:D Have Fun with the boys!^^ #1005chunjiday
2.61951E+17	neutral	Tomorrow night! Halloween Meltdown with NERO DJ set at HAMMERSTEIN BALLROOM at Manhattan Center with GBH Events!... http://t.co/K9AdXG0Q
1.92446E+17	neutral	"Check out tomorrow's CA. I picked the brains of 4 of the city's top arms--Brady Bramlett, Victor Cole, David Owen and John Marc Shelly."
2.41614E+17	neutral	@iamABigcas yessss JKS' twitter was the first one that i realized lol then i spotted Jjong's. It was from Fashion King event on April 2nd
2.02082E+17	positive	"@probablymolly Yes, enlightening. Because Brentley is emitting light like the sun!  http://t.co/jISrti0D"
2.61939E+17	negative	Half naked & covered in baby spew! 3points for the Dons tomorrow though! #WeAreAllCammySmith #WeAreAllCammySmithRedArmyBanner
2.64097E+17	negative	Hard day looking forward to my tea now may have to call in to an irlam takeaway #memories
2.55055E+17	positive	The @KSIOlajidebt Soundboard may have been the best 69p i've ever spent
2.62183E+17	positive	So get finished early today & get tomorrow off...my 1st though ooooo could go to the garden centre... What's happened to me!!
2.64097E+17	positive	"So its sake at Gui Sensai's tonight hmmmm interesting, although I may just spend time with Naruto, we rarely have any time together"
2.27785E+17	neutral	A Regal Nissan Titan helped walk a bride down the aisle on Saturday.  Share your special Nissan story. http://t.co/TP3INX92
2.62133E+17	positive	"At 18.00 (GMT+1), Betis, currently in the 6th place, play against Valencia, that are improving. Soldado scored a hat-trick vs BATE"
2.61891E+17	negative	"@JoeandEvan Ev, u went from 3rd in the east to not making the playoffs, Deron will miss 2-4 days of practice lol"
2.64155E+17	neutral	I may or may not have asked Hugh Dancy if he had an HMV rewards card.
2.09443E+17	neutral	"After the Great East Japan Earthquake on March 11 last year, the performance of the spectacularly tall Tokyo Sky... http://t.co/MVMgvfqm"
2.63295E+17	neutral	"@WaddleandSilvy So, I take it you will be dressing up like DRose and trying to sneak onto the court tomorrow night?"
2.64164E+17	neutral	Anybody know the theme for the Reagan game tomorrow?
2.61759E+17	positive	'Labour Day will stay in May!' http://t.co/t0UzszpI #standforqld. Qlders don't let Newman tell us when to celebrate Labour Day it's our day
2.57774E+17	positive	"NASCAR: Win moves Bowyer to 4th in Chase standings: Until then, he's just fine walking to Victory Lane. Bowyer a... http://t.co/VrKPS6m9"
2.63756E+17	neutral	GOLF: Junior Franco Castro had 10 birdies and a 64 (-8) to tie the school record for a single 18-hole round. He was tied for 3rd at -14.
2.63139E+17	positive	"@RobertLusetich On JUly 1 could have been POY, won majors,won playoff events, won WGC,Won Fed Ex Cup, had most wins n season Did none of it"
2.13038E+17	neutral	"The Announcement! August 24th and 25th, The All Star Monster Truck Tour invades the Garland County Fairgrounds in... http://t.co/jUhzIg02"
2.27906E+17	neutral	@BLAKES_HT If i go to claytons tomorrow come over and bring it. And you owe me..
2.49906E+17	neutral	I'm performing at this benefit with @Wyattish tonight Mike D is DJing as well gonna be fun! http://t.co/8fsXaj0Z #lefooding #benefit
2.56053E+17	positive	"Solemn Evening Prayer to welcome the Year of Faith to be celebrated in St Patrick's Parish, Belfast tomorrow evening at 7.30pm. All welcome."
2.54635E+17	neutral	"@King_Bailey100 we got to get that stuff for project , so tomorrow we can do it after weights and another NCAA Tournament  @KingOfEights_8"
2.18813E+17	neutral	"Meet me TONIGHT at Cultural Friday, Calle Ocho, Miami. I'm right at front of Dominoes' Park, by the Tower... http://t.co/IdqjDl2V"
2.55357E+17	negative	@venomdjsk vampires dont sparkle.... look at.. that Moebius guy from new york ( i havnt watched spiderman for a while....) he hates the sun
2.61025E+17	neutral	@RM_Heffernan @LeevaleAC. Sorry I have organised a walks day for the 17th in CIT
2.50126E+17	neutral	I seen her just the other day. . . JACKIN' MIKE D TO MY DIS-MAY.
1.79817E+17	positive	"Seavey youngest Iditarod champion: Dallas Seavey won the Iditarod Trail Sled Dog Race Tuesday, becoming the youn... http://t.co/bwSAqZPb"
2.63661E+17	neutral	Sign up for 2013 #BeachReach before December 1st. Help us make an eternal difference in the lives of thousands of Spring Breakers!!
2.59057E+17	negative	I may end up just watching more NHK tonight. Feel too nauseous to do any actual gaming before bed. Have to get up at 5 AM tomorrow.
2.62288E+17	positive	Big ovation for Smith Center native Mark Simoneau who will be the 2nd #KState player inducted into the college football hall of fame
2.33791E+17	neutral	im trying the sydney dalton diet starting monday :))))))
2.20824E+17	positive	it's going down Friday 6th @TheFaversham #leeds calle Ocho summer party the Norths best  #salsa party. Not to be missed http://t.co/QjIn5W2V
2.10472E+17	neutral	I want a 16th birthday like My Super Psycho Sweet 16 with extra pyscho.
2.59366E+17	positive	First time seeing the @KBMteam @MonsterEnergy 54 in person! Can't wait to see it in Victory Lane tomorrow! http://t.co/Wq3cblv4
2.64223E+17	neutral	Would You Fly on Friday the 13th? - Yahoo! Voices - http://t.co/SAe6Fjmj http://t.co/YRPU769h
2.61121E+17	neutral	Wednesday: The Hunger Games <3  Thursday: Supernatural <3  Friday: The Vampire Diaries <3  (My plan for the next 3 days) :D xxx
2.62855E+17	positive	"@Harry_Styles Heard the song & I think this album is going to 10000x better than UAN, btw tomorrow Im coming to London, wanna see you!"
2.46653E+17	neutral	"Jara Bangla gaan valobasis, check out the album 'mon kemoner station' by Shreya Ghoshal. amar to daroon lag6e..."
2.32491E+17	positive	The happy NASA video as #Curiosity landed = nerd equivalent of the live feeds of bubble teams making the NCAA Tourney on Selection Sunday
2.33253E+17	positive	Just made a plot for a fan fic about How To Rock. It's gonna be called before gravity 5. I'll post it by Friday can't wait for u to read it.
2.18917E+17	positive	Heading to the Social Media Day event at Motor City Casino's Soundboard tomorrow. Pretty exciting! #DET
2.14954E+17	positive	"No matter who you are, most of the smartest people work for someone else. ~ Bill Joy, co-founder of Sun Microsystems. #quotes"
2.59336E+17	neutral	"get ready Lovatics, the voting starts on October 23rd http://t.co/Z6sOz051"
2.43975E+17	neutral	"Friday is Pi day, gonna get round on Pi day...  http://t.co/Ddch6mpb"
2.54191E+17	neutral	Chunji is the 2nd oldest in Teen Top! #1005chunjiday
2.64163E+17	neutral	"SNSD's Tiffany, CNBLUE's Yonghwa and B2ST's Kikwang MCs for the SBS K-Pop Super Concert Nov 10 http://t.co/uXNRkuWr"
2.63873E+17	negative	"Well, I get to hang out at the Smith Center for 14 hours tomorrow. Good night, Tweeter. #fucklife"
1.98498E+17	neutral	Tomorrow Thorbjorn will be paired with Richard Bland and will be teeing off at 11:41 am (GMT +1).
2.61288E+17	negative	@T_MoniqueXOXO They not for sports wit yo hatin ass lol I'm smart af. Yu just focus on friday and them practice Ogt's
2.60147E+17	neutral	"I got Reggie Wayne in the 4th, then worked it and got Miles Austin in the 5th"
2.60205E+17	neutral	JV game tomorrow at the high school at 430 come out and support and watch us beat on shaker
2.42898E+17	neutral	"Decided to enter the Cape Argus Pick n Pay Cycle Tour happening on Sun, 10 Mar 2013!"
1.82408E+17	neutral	"I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times. -Bruce Lee"
2.23796E+17	neutral	"Nikki Beach Miami next Friday Night for the ALL WHITE AFFAIR, with @DeeJayCasper @MIATakeover2012 --- Tix at http://t.co/0D7YUUdv"
2.33451E+17	positive	Holy cow!!! Rumours that GYPSY is coming back - with Imelda Staunton as Rose no less!!!!! I think I may have just got over excited...
2.42294E+17	neutral	"Entered the Cape Argus Pick n Pay Cycle Tour happening on Sun, 10 Mar 2013! @eloisepretorius @staal_burger"
2.63822E+17	neutral	Black Friday I am going to be working but on my lunch break I'm getting some kicks and Levi's & polos
2.41764E+17	neutral	". @VancityBuzz Hey Karm, will I see you Tuesday at @raiseit4ryp?"
2.62796E+17	positive	@bonn_beau noooo:( but it wasn't te official party but Tuesday at Moomba hopefully well win something
2.32181E+17	positive	Blessing May Free MP3 Download http://t.co/kPH4iFub [Like it? http://t.co/ojJYs4HC ]
2.55672E+17	positive	I remember seeing @llcoolj for the first time at his 10th album release party at Hammerstein Ballroom in NYC.. I was in heaven #classic
2.63084E+17	positive	"Shaker is going to have school tomorrow. There's no doubt about that... The really question is, am I gonna go??"
2.58653E+17	neutral	"We'll be at Food Day Omaha this Sunday, 10/21, 9 am-1 pm, sampling cookie-inspired smoothies with Girl Scouts... http://t.co/dnPRJzCr"
2.32806E+17	negative	@OoTEREoO Hey what's the status of Kina Grannis and her concert? If the rain is still this bad we might not have a show tomorrow...
2.64212E+17	positive	"Great Write In tonight ending in a random Taco Bell fix.  See everyone Sunday - remember Daylight Savings ends,... http://t.co/DKCst5dQ"
2.50144E+17	positive	"@sidelinescouts in case you're curious, Andy Lee outscored all the nonQBs in my fantasy matchup. 2nd place: Moorman. 3rd: Larry Fitzgerald."
1.95192E+17	negative	Finish taking the Cashee math prep... (-.-) ...Stupid 7th grade math I don't even remember was on it... #Prep
2.63556E+17	neutral	"@Brookeofmidgard I'm sitting here with my belt, in jean shorts watching Cena win his first title. I think we tie for 1st my friend xD"
2.63641E+17	negative	"I can't find a very wide range of binders for Franklin Planners in Seoul though, so may have to stick with a year-long Moleskine. Mehh!"
2.24818E+17	positive	Interesting: More Tudou staff may follow chief out the door. http://t.co/9XbBJe8R
2.59982E+17	neutral	any Lovatics going for the Jonas Brothers concert tomorrow night?
2.29191E+17	positive	@GelatinousBones were on just before yee at Castlepalooza next Sat. Deezer stage though. Buzztown! There's a good crew about that day
2.59423E+17	positive	@LanceMcAlister Excitement for the Bearcats tomorrow night obviously. :)
2.48767E+17	positive	At a friends wedding on Saturday so wont get to watch @KevinMitchell6 win the WBO title. Best of luck fella cant wait to see you back at WHU
2.6297E+17	neutral	"Of all the receivers with at least 20 receptions, Cecil Shorts is 2nd in average YPC (20). Behind Vincent Jackson (21.6)"
2.49637E+17	negative	Brilliant Burns stops Mitchell in 4th: Kevin Mitchell's bid to win the WBO lightweight title ended in failure on... http://t.co/GZxRbVmM
2.21928E+17	neutral	"On July 16, 8pm EST, Big Time Movie will be premiering on YTV with One Direction commenting during the commercials .x"
2.49083E+17	neutral	"RamCharan, V.V.Vinayak's Nayak is d 1st Indian movie to be shot in the Slovenia (Europe) http://t.co/E7Gdo3hY"
2.63504E+17	neutral	Fire the turn Sylvia c'mon #kingturnezbet
2.46688E+17	positive	"@emilybeasley5 emilyyyy!! can you please message natasha 289 404 8963 and tell her to be at calle 62 tomorrow at 2:30 ill wait there, THANKS"
2.62967E+17	negative	during 7th sense audio launch Ramcharan said it is our bad luck that  a director like ARM didn't born in AP!and it created a riot among TFI!
2.33647E+17	neutral	"Tim Byrdak tells ESPNNY he will undergo anterior capsule surgery, hopes to pitch in majors during 2nd half of 2013 season."
1.78271E+17	positive	At the BNP paribas Open in the hot sun.   I know some of you would love this weather and the tennis.
2.63014E+17	neutral	"I'm going to Citizen at Hoosier Dome in Indianapolis, IN - Nov 1 http://t.co/bA6M8Bem"
1.79657E+17	positive	Can I just say that I love John McBain aka Michael Easton! Welcome to Port Charles!!! But they don't need to bring Natalie! #gh
2.30531E+17	neutral	So now I gotta decide between going to see Duelo or heading to Wild Bills with friends Saturday...
2.64067E+17	positive	"@MattBarkley Scant wait leave for L.A. tomorrow morning from Omaha, NE to watch the Trojans go Duck hunting! See yahoo on the field!"
2.3433E+17	positive	"Tomorrow is the Mother's Day ..... I Love You,Mom ^___^"
2.34011E+17	neutral	@ZachSaltern7 oh. Well last time I saw colleges don't look at PSSAs. So if we want to compare how are your SAT scores and GPA?
2.57729E+17	negative	AirAsia aborts deal to buy Indonesia's Batavia Air - Southeast Asia's top budget carrier AirAsia said Monday it has ... http://t.co/WLNFwyHS
2.11193E+17	neutral	David Owen: UN and Nato must heed the lessons of Kosovo and Bosnia: diplomacy & force are effective only in alliance http://t.co/bkQXzsB8
2.63064E+17	neutral	"MSS FC have a tough drawn away to Tristars and Deloitte in the 3rd round of the London Sunday FA Cup, tie to be... http://t.co/7o7LwbQM"
2.62902E+17	negative	"Rotherham Give Clear Warning to EDL, BNP and NF October 12: http://t.co/8QGrRXSn via @youtube got the message yet? fuck off #edl"
2.41179E+17	negative	@nickelodeontv May you please show How To Rock from episode 1 and so on.....i cant blieve theres no more how to rock
2.6232E+17	neutral	"From ESPN: La Liga: Barca and Betis march on, Malaga held: Real Betis moved up to fourth in the table afte... http://t.co/LmJOwtTW #NCAA"
2.58727E+17	positive	"I want one @MrChrisRene: Who's wants one, CHRIS RENE Tshirts @Theroxy 18th Tmrw!"
2.55957E+17	negative	I think those that care about Newcastle Utd. really need to stop this happening. http://t.co/59srzVYL
2.62289E+17	positive	October 28th is Youth Sunday at the Upper Room Full Gospel Church! We invite you to  join us on Sundays at 11am... http://t.co/i2VLsanX
2.12194E+17	neutral	"Miss last Friday's Soundboard, our radio partnership with @wtju911FM and @cvillenews_desk? Podcast here:  http://t.co/scp3QyML"
2.63581E+17	positive	In South Korea? UniKent is excited to be at the World Grad Fair in Seoul tomorrow. Join us at.... http://t.co/J7b5n4h9
2.13176E+17	positive	@priyankachopra Ramcharan and Upasana getting tied to a new Zanzeer of life and may God make this Zanzeer stronger and stronger day by day
1.94466E+17	neutral	"Come and see Sophos at stand C10 and C20 on Tuesday, Wednesday or Thursday at #InfoSec and learn more about 'Complete Security'"
2.59641E+17	positive	@MarinaHarss great read for a rainy Sat am. I always have mixed feelings about In the Upper Room. Ratmansky sounds interesting. Thank you.
2.54376E+17	neutral	The #Marlies take on the Hamilton Bulldogs (affiliate of the Montreal Canadiens) tomorrow night in pre-season action. Puck drop 7:00 pm!
2.58256E+17	neutral	The Warriors are also ranked 4th in the East Region. The top SIX teams in the region qualify for the NCAA Tournament... #GoWarriors
2.6181E+17	negative	Who are the danger men Newcastle Utd have to look out for on Sunday against West Brom ?
2.60253E+17	neutral	Went to victory lane at 10 took 1st got home at like just 3:45 fell asleep woke up at 6 fell asleep an jus woke up at 10:34
2.64257E+17	negative	"@LaFanMike7 I'd ask my roommate how he felt about the Spurs, but the answer would take til tomorrow morning. That sob got me sick too!"
2.62829E+17	positive	@richholly68 Hope the Albion didn't ruin your Sunday that much. Nice seeing you again pal
2.29642E+17	neutral	WBO featherweight champion Orlando Salido beat fighter Gutierrez stopping him in the 3rd round Saturday night in a non-title fight. #boxing
2.61279E+17	neutral	When do sofhmores have to be at the library for the OGT's tomorrow?
1.7947E+17	positive	I need to sleep have a big day taking the Cashee tomorrow. Sike no cashee equals no life for 4 hours
2.5151E+17	neutral	Strong 2nd set by Dons evens it at 1-1 vs BYU. Let's finish this one out here at The Hilltop! #godons #aimhigher.
2.27914E+17	neutral	The boys will be filming a golf themed video tomorrow at the same hotel where Tom Cruise is staying at in London. via E News
2.11339E+17	neutral	The damaged stores by the Great East Japan Earthquake has gathered and build shopping mole on 9 Jun in Ishinomaki Miyagi.It's called(Cont)
2.33764E+17	neutral	"When Brentley turns 7.5 years old on Saturday, he'll be at half his life expectancy."
2.4755E+17	negative	"ASU Pajamas or Northglenn Pajamas tomorrow? Trust me, its harder than you think."
2.46795E+17	neutral	"Watching Karate Kid 3 for the 1st time. So Mr. Miyagi's dream is to open a bonzai shop and not, I dunno, a karate dojo?"
2.62624E+17	neutral	"Still tied up at 1 in Orono between Stony Brook and Maine, more balanced play from both teams in the 2nd half, 14 min left to play. #gomaine"
2.0246E+17	positive	Looking forward to seeing Chuck Close's installation at the 86th and 2nd Ave subway! Carol Vogel @nyTimes reports http://t.co/o9BnonZe
2.63514E+17	positive	"@BakedFoxxx Fuck Rusko lol. Laidback Luke is here in El Paso on Friday, I could go since I'm so close! Haha, but I'm going home Friday."
2.45903E+17	negative	I'm absolutely skint til payday next Friday. This all stems from being paid the day I went to Leeds festival.
1.79817E+17	positive	"STS ESPN - Alaskan musher, 25, youngest to win Iditarod - Dallas Seavey won the Iditarod Trail Sled Dog Race on Tues... http://t.co/kEVbYv3X"
2.60605E+17	neutral	"Just checked AirAsia!! Kuala Lumpur to Laos on 4th December, RM 99!!!!!! bhahahaha.. lalala. im sooo gonna buy it tomorrow!"
2.02133E+17	negative	"I'm about to start barging The Pier every monday, imma just need to stock up on Moebius stickers"
2.5998E+17	positive	Casually eating dinner I hear 1D on tv playing so i run 2 c& then after de song it says UAN is gonna playing on the 26th!OMFG SO WATCHING IT
2.27541E+17	neutral	@Inner_Geekoid Snow is normal in the northern half of the state such as Flagstaff! I just met with U.S. Senator @SenJohnMccain July 16 here!
2.0725E+17	negative	@ShotMyLover then it goes to show that all you do is run your mouth but you can't ever come to our faces come to allderdice tomorrow bitch
2.47222E+17	neutral	Nitemoves is the place Too b September 22nd foam party!
2.62809E+17	positive	This season of The Walking Dead has been getting better by the episode. Can't wait for next Sunday.
2.55492E+17	neutral	Malaysia's AirAsia X to suspend Iran service: AFP - The long-haul arm of budget carrier AirAsia said Monday it w... http://t.co/PC3pBkcL
2.62157E+17	positive	"Baby feed wheel also available in Blue, Meet me tomorrow at the baby event @ Colne Valley Garden Centre for more... http://t.co/hj7GhdI6"
2.50403E+17	neutral	"Q&A: Mike D, Punk Star of the Wine World: We talked to Mike D after his set on Sunday in Brooklyn, where this ye... http://t.co/PaQWAuLK"
1.93885E+17	positive	"Just got a call from the Tudou awards festival--we're up for 2 prizes, ceremony to kicks off in Chengde May 19th.... http://t.co/ECVlqRoT"
2.56989E+17	positive	Its the 13th! Happy Swift Day!^^
2.27022E+17	neutral	"Twitter-owned blog service Posterous loses multiple databases, down 6 hours+: As you may notice from the n... http://t.co/xgoQYFSf #TNXW"
1.93658E+17	positive	Quevega looks plenty short enough at 11-10 for the World Series Hurdle at Punchestown on Thursday. Would much prefer Voler La Vedette @ 3-1.
2.52523E+17	positive	"@MollyAScott Bollo,One of the best! 16th Novemeber, that weekend everybody that went to Leeds festival is coming up to Leeds for the weekend"
2.31297E+17	neutral	"kickback tomorrow for everyone that's not going to #ProjectTx right across the street from Nitemoves ,DM for more info."
2.64235E+17	neutral	"@JennQuan Yeah, keeps my mind off of not having any Hedley dates to look forward to. Although my last day is December 11th at work."
2.53319E+17	positive	Thanks @leemazin for coming pass The Saga tonight! Can't wait for Love Lee to drop Oct 16!!!!! #SagaLove!!!!
2.62661E+17	negative	"I'm sure UMBC is going to be cancelled tomorrow, but can they make it official already?"
2.20254E+17	neutral	Thursday Unbearable Slackers will be performing at the Le Grand Fromage in Atlantic City. Doors open at 6pm and you MUST BE 18+ TO ENTER.
2.53018E+17	neutral	I need to go to sleep! I have to take the CAHSEE tomorrow /:
2.57414E+17	positive	"Tianna- Happy Sunday! (Sips coffee...) Ah, let's kick it off with Rihanna, Shawn Hook, Hedley, and Christina Aguilera. Who's with me?!"
2.63698E+17	negative	@cherylmunro sorry babe am off it till laidback Luke then after that black Friday haha xxx
2.21211E+17	positive	"If you love life, don't waste time, for time is what life is made up of.-Bruce Lee. Get the MOST out of this Friday! #leapinno"
2.62281E+17	neutral	"La Liga: Betis march on, Malaga held to draw: Real Betis moved up to fourth in the table af... http://t.co/DQssCACC http://t.co/iDWtFSZF"
2.64143E+17	negative	Getting sick right before the UCLA football game on Saturday <<<
2.63608E+17	neutral	@MeadowLarkfc I am leaving uni at 1 to get to Albion then having to catch a 7am train to get back for the tuesday lecture.
2.35674E+17	neutral	"Sophos commentary on the latest Patch Tuesday, including links to the various SophosLabs vulnerability assessment pages:http://t.co/wfsIhrQk"
2.63693E+17	neutral	Plea to probe 'foreign funding' of Team Anna: The bench had directed the Centre on May 30 to treat Sharma's plea to the court for pro...
2.50193E+17	neutral	@afifplc The very same! Planning to tweet from the next Dons game on Saturday.
2.63995E+17	negative	"@Darrellissa Sir, there are enemies in the White House.Something needs to be done TODAY not November 6th.Clinton,Obama,Panetta,Petraeus,Lamb"
2.64074E+17	neutral	"WBB | BYU leads the way with three preseason All-WCC selections: 7th-year senior @haysteed, junior @JenHamson, and sophomore Lexi Eaton."
2.63882E+17	neutral	@MissApplebaum Y'all have the Celtics on Saturday. Chalk that one up now. 0-2
2.51262E+17	positive	"Elevate tomorrow is going to go offff! Make sure you are there to party with us! 7pm, WGC, @NadiaMarychurch preaching. BOOOY. #cityswag"
2.46123E+17	positive	Thunderbolt and lightning may have been very very frightening for Queen but it is very very exciting for me... http://t.co/EmUHF4Aq
2.64227E+17	neutral	@Curlz4theGiirlz aye can you bring my UCLA sweater to school tomorrow?
2.60113E+17	neutral	"Wow, Vincent Jackson just missed another TD and potentially a 4th by Freeman, who is over 400."
2.54061E+17	positive	"Found the ice cream in Slackers in Page just now. Loved the drive to Page, Martian landscapes! Monument valley tomorrow http://t.co/NM0Bu3vo"
2.63708E+17	neutral	Dennison: Our offense will have its hands full with Mario Williams on Sunday.
2.53773E+17	negative	Nissan Titan : Eleven accidents with 22 cars in just over five hours Saturday - Riverhead LOCAL http://t.co/ln5raqHR
2.32442E+17	positive	Why are all the great tv shows on a Monday night? channel surfing between Fashion Star and the Voice US and the Olympics...too much choice
1.95029E+17	negative	I don't like testing I'm glad I don't have to worry about the CASHEE anymore on may.8th (: passed that shxt !
2.4675E+17	positive	"Our second favorite day of the year is tomorrow, come celebrate halfway to St Patrick's Day with $1 Green Beer... http://t.co/k3poUps0"
2.11186E+17	neutral	"Bing one-ups knowledge graph, hires Encyclopaedia Britannica to supply results:   It may have retired from the cut-throat world of pr..."
2.61393E+17	neutral	"@JoshJensen7 always wanted to finish with the sun on my back as a couple of my sporting Herod did @GaryLineker, Gazza & C.Waddle"
2.31317E+17	positive	"Playing Castlepalloza tomorrow, main stage at 1.30 with @catdowlingmusic then Deezer stage at 7.45 with @thevrkills, can't wait..."
2.45774E+17	neutral	Avril Lavigne says after debuting spring line for Abbey Dawn she may make own ...  http://t.co/BvH7jrxz
2.63375E+17	negative	"@Muccas Sylvia, I can't make Thursday evening I have an event to go to. Can do it Saturday if that's ok? #norestforthewicked"
2.63235E+17	positive	"#MoatUp 2: JANGLYBEASTFEST is happening on January 25th 2013. Hope Gazza turns up with cigars, a Showaddywaddy album and an alcove curtain."
2.58466E+17	negative	Jim Rogers: Bernanke Hasn't Done Anything Right as Fed Chief ...: From the blog Breakout: On September 12 of thi... http://t.co/6VLfCK6u
2.63764E+17	negative	Gresh and Zo discussed the Celtics season opener loss to the Heat on Tuesday night.  Rajon http://t.co/sbo3Q3Kc
2.52741E+17	positive	Tomorrow I will ballot for the Kyocera dome shows! WISH ME LUCK!! :D
2.54262E+17	positive	"@MissMay_92 Okay sweet, sorry to be a bum! have a good evening tomorrow, Nit said she'd be up for a drink in the week aswell :) x"
2.63248E+17	negative	My oenni keeps asking me whether i want any SJ stuffs. She's now in Seoul and we'll be back two days after tomorrow.Osh so confused
2.36628E+17	neutral	"On Reelz, this would be the 6th episode all new they do however replay episodes occasionally.  @Kp1832 @XIII_RLZ"
1.94633E+17	neutral	"Seven Penny Stocks on the Move with Heavy Volume, April 23 http://t.co/fmiOGMMz"
2.63463E+17	negative	Tracy McGrady was an injury-prone scoring machine who couldnt get outta the 1st round. Overrated.
2.49326E+17	neutral	@mdirmeikis hey Mike D you going on the 6th?
2.64219E+17	positive	We will be starting off the night tomorrow for Laidback Luke and Gina Turner hope to see you all there!! :)
2.31851E+17	neutral	"Anyone want to come over tomorrow to hang with @probablymolly, Brentley and I, BBQ, work on bikes?"
