NA	sentiment	tweet	
6.74351E+17	neutral	@ekat2104 Run the Jewels and Kendrick took 1 and 2. With Modest Mouse in 3rd. Bit of a genre shift there...	
6.74352E+17	positive	"May Odin, Thor, and Frey lend me the strength of my Viking ancestors to make it through my next two finals. #backtostroz #FiNoles"	
6.74354E+17	neutral	"Kendrick's Black Friday goes so fucking hard, and over Cole's beat just makes it better."	
6.74358E+17	neutral	The Twilight 10th Anniversary edition causes major hand cramp &amp; Elbow pain. I might need to have a second book on the go as well.	
6.74359E+17	neutral	best part about Italy getting back the 4th spot is that 7th will now get Europa league soccer. Will make it easier for Milan	
6.74362E+17	neutral	@VincentKompany you just get yourself right skip...  Milan in May	
6.74376E+17	positive	"listening to the black friday remix by Kendrick Lamar, it makes me think that he's the greatest rapper right now. only straight rap."	
6.74387E+17	positive	"Our new #woodfire oven ready in the veggie patch #sunday roasts, twilight dinners https://t.co/q1lZ02xq1b"	
6.74396E+17	neutral	I think the girl that looks like Amy Schumer may go home tonight.  #thevoice	
6.74398E+17	positive	@dcgassert Curtis you've looked all the way back to June I think you found em all.	
6.74407E+17	neutral	fetus James from The Vamps? or fetus Michael Clifford?   the world may never know... https://t.co/2Za1riAs4o	
6.7442E+17	positive	"I just liked this song ""And The Sun Will Shine"" by Bee Gees https://t.co/kL7IsehpZP https://t.co/0nJStrprjX"	
6.74421E+17	positive	Black Friday x Kendrick and J Cole oh my goodness I can't stop playing it	
6.74425E+17	negative	Cole clearly said him and Kendrick aren't doing anything. So whatever he's dropping in February isn't what you think.	
6.74433E+17	positive	I have one on Saturday with this really cute girl named Briana and I'm v nervous cause I still have a massive zit lmfao	
6.74434E+17	positive	Do anybody else agree that Cole and Kendrick did better on each other song with the black friday	
6.74442E+17	neutral	Tomorrow December 10 is #ProclamationDay in Queensland &amp; #FriendsofNewstead with @NewsteadHouse invite all to attend at Twilight. Free.	
6.74444E+17	positive	"Tomorrow I shall do some Dark Souls, Bloodborne and Miku! and probably stuff in between! &lt;3 See you then!"	
6.74451E+17	negative	Briana is acting like us not wearing uniforms to school tomorrow is the next world war 2	
6.74452E+17	neutral	"Fascinatingly may fit-1Leonardo overpaints1493 Milan""Old Caterina""2Paints1503""Lisa"" 3Overpaints with""Young Caterina"" https://t.co/VlGNm65L29"	
6.74452E+17	positive	"Two weeks from now we have our annual twilight #farmersmarket @TheConvent - perfect place for all the fresh Chrissy #localfood 3-8pm, 23 Dec"	
6.74453E+17	neutral	Dana White is about to make bank this Saturday	
6.74456E+17	positive	"Actually may fit-1.Leonardo paints1493 Milan""Old Caterina""2Overpaints it1503""Lisa"" 3Overpaints with""Young Caterina"" https://t.co/dnTQR42prk"	
6.74457E+17	negative	"Charles Hamilton ""Black box"" is on Friday only if he was focused he would have been up there with cole and Kendrick"	
6.74458E+17	positive	@_brap2times February when J Coke and Kendrick colab come out that thing is just gonna burst into flames	
6.74462E+17	neutral	@troyesivan we'll see you on 2 May in Milan	
6.74469E+17	positive	this song Black Friday by Kendrick has me so fucking wet he's a God	
6.74476E+17	negative	did something happen at curtis again? cause apparently no one's going to school again tomorrow....????	
6.74478E+17	neutral	You know you picked some good roommates when you all just kind of decide to watch Twilight on a Tuesday night during dead week	
6.74482E+17	neutral	I can't get over Black Friday! J Coke and Kendrick both killed it!  https://t.co/YQWWdC2F5s	
6.74483E+17	neutral	"If you like rap and don't like Kendrick's ""Black Friday"", news flash: you don't really like rap"	
6.74484E+17	neutral	Listen to Kendrick Lamar - Black Friday by TopDawgEnt #np on #SoundCloud  the whole industry been in shambles  https://t.co/d9rRZ0fViR	
6.74485E+17	neutral	"It's OK to celebrate ""jul"" even though you don't  believe in Odin and Thor. https://t.co/Y5vmuFgDFV #should_atheists_celebrate_christmas"	
6.74488E+17	neutral	You can listen to Kendrick when he rap about real shid...but can't listen to august alsina when he sings bout real shid......funny	
6.74495E+17	neutral	"Kendrick has become a lot more covert with his ""wokeness"" that most ""woke"" listeners may have felt comfortable with in his pre-TPAB music..."	
6.74505E+17	positive	@staceyyy_ James Bay is on Radio 2 with Chris Evans either this Friday or next (I think next)	
6.74523E+17	negative	"May I know what is your IQ score?I just had a bet on who has a better IQ, you or Rahul Gandhi?  https://t.co/3FIybdRBBG"	
6.74524E+17	positive	Looking stunning at the #AACTAs. See Cate Blanchett's next great performance in #Carol. In cinemas January 14. https://t.co/SqVZnDe1iO	
6.74527E+17	negative	"Tony Blair wants to write his own history, but he's the only one who believes the story as he tells it. https://t.co/QJkf9hgOkN"	
6.74535E+17	neutral	"Tony Blair: George Bush and I were ""champions of peace"" (no, it's not April 1st) https://t.co/v0dL2yGwAR"	
6.74536E+17	positive	"So next Wednesday, as well as being Star Wars day, will also be the day the last episode of Peep Show airs. What a day it will be."	
6.74538E+17	positive	"Cate Blanchett isn't a tall poppy, she's a redwood. Long may she continue to grow. #AACTAs"	
6.74546E+17	neutral	"Rahul Gandhi drags Modi in National Herald case, alleges vendetta by PMO: New Delhi, Dec 9 : Upping the ante o... https://t.co/KABKrivR2s"	
6.7455E+17	neutral	"You would think Tony Blair, more than most, would understand the consequences of a poorly thought out intervention - https://t.co/dAIIlcBVYH"	
6.74555E+17	positive	@Burke32_7 black Friday by Kendrick is love. Thank you	
6.7456E+17	neutral	"When you've seen beyond yourself, then you may find, peace of mind is waiting there. - George Harrison #quote"	
6.74572E+17	negative	Let one more parliament day go waste but @BJP4India should corner Rahul Gandhi on thursday #RahulInsultsDalit	
6.7458E+17	neutral	AHEAD TO MILAN-VERONA: GAME NR. 31 AT THE SAN SIRO: MILAN - The game between Milan and Verona on Sunday at the... https://t.co/M7PEMOGkoN	
6.74581E+17	neutral	Made it to Wednesday and starting off we have...  Bee Gees with Jingle Jangle https://t.co/dMvpaMrDTe	
6.74582E+17	positive	Black Friday is one of the best songs Kendrick has done	
6.74584E+17	neutral	See my article in @NewTimesBroward and then see Amy Schumer at the BB&amp;T Center this Saturday https://t.co/E7k4zK8lFk	
6.74585E+17	neutral	become a father. The 1D fandom is a majority of teenagers with hormones that may not be controlled and they say things they want. If Briana	
6.74587E+17	neutral	"Kendrick Lamar got 11 Grammy nominations, and @bearcatmatt99 got a piping hot chocolate. Tomorrow's first bell trivia will be about movies."	
6.74591E+17	neutral	Weird. Hammer of Thor is approved along with many others that may or may not be objectionable. Thor?  VA approved? https://t.co/YXnXTgE3Yr	
6.74599E+17	negative	Tony Blair bemoans 'tragedy'.... *spoiler alert* it's not the tragedy of millions of Middle East deaths  https://t.co/Z97pQdmBrh	
6.74605E+17	positive	Star Wars Day 5/12 @LDCatlanta via @BRAVEprATL May the force be with you! #StarWars #LDCAtlanta	
6.74607E+17	positive	Patches and Bonnets receives its first award in Milan by the President of the fair! 5th day at the fair and the... https://t.co/qyynJaTQI5	
6.74607E+17	neutral	"@michaelgbaron Fowler a legit option? and if he is, what happens to Juan? 4th OF? maybe splits with Curtis and fowler moves to RF some days?"	
6.74615E+17	positive	28 January 2016 - Workshop in Milan - Digital Transformation the door to success! https://t.co/BbdJq3KJRv	
6.74618E+17	positive	Tony Blair  was the best Prime Minister  and the best Labour Leader .God Bless him and long may he live.	
6.74622E+17	positive	"Friday, December 18 will also be Star Wars Day on @kojoshow's Politics Hour. Guests will be encouraged to join the show in costume."	
6.74625E+17	positive	"Kerry Washington, Viola Davis, Amy Schumer and Jill Soloway all make @THR power 100 list for 1st time. #changingtheworld"	
6.74628E+17	positive	Selling 2 tickets for The Vamps tour London O2 on the 2nd of April Block 108 Face value. Dm for more details!! @SeatSurfer !!	
6.74629E+17	positive	"Emma Watson, Lena Dunham, Amy Schumer, Taylor Swift, etc may be feminist women I don't agree with - but it doesn't mean they arent feminists"	
6.74629E+17	neutral	"I added a video to a @YouTube playlist https://t.co/vjMyTjFRnG Fitness Tips with Ashleigh McIvor &amp; Kendrick - December 7, 2015 Squat"	
6.74634E+17	neutral	@RicoRMG @Pizar187 @ndrewBailey hell yea. I was really feelin kendrick and coles black friday shit too. I can wait for the album	
6.74639E+17	neutral	Kendrick's To Pimp a Butterfly was at 1st (2) (p)IMP (a) (c)ATERPILAR.tupac.the last track on the album ends in a conversation between the 2	
6.74648E+17	positive	If Kendrick and Cole drop they're album in February watch Drake drop his a week after just to kill there buzz. That would smart marketing	
6.74662E+17	neutral	Why people think Kendrick and Cole dropping an album together feb......it prolly gone be a solo Cole album	
6.74663E+17	neutral	Trump paid $200 to hear Adams speak about Irish peace process less than 4 months before huge IRA bomb on 9 Feb 1996 https://t.co/qwFy60XoJP	
6.74664E+17	neutral	@denofgeek @andydiggle the 3rd of Chris Evans 8 Comic book Super Hero franchises.	
6.74678E+17	positive	We get a 2nd Christmas in February with Kendrick and Coles collab album	
6.74682E+17	neutral	"@arturpetrosyan 2nd time, Milan v Spurs at the San Siro, Zlatan equalise on 90 mins disallowed"	
6.74688E+17	positive	God it even looks like the setting of Twilight in the background. https://t.co/LdNiVvpFgo	
6.74689E+17	negative	"Government on Wednesday attacked Rahul Gandhi for alleging ""100 per cent political vendetta coming out of PMO"" in the National Herald..."	
6.7469E+17	neutral	"wonder how the rotation gonna look like. Harvey, Thor, DeGrom, Wheeler, who's filling the 5th spot? https://t.co/QxdXMwmemu"	
6.747E+17	neutral	Selling a ticket for Twilight Sad at the Barrowlands this Saturday (Face value)	
6.74701E+17	positive	y'all keep asking me when Briana is gonna have the baby like I have no idea the exact date they had sex lol  https://t.co/8TgiSeUsNg	
6.74702E+17	neutral	Joel campbell is leading this team to milan in may and there is nothing you can do about it	
6.74707E+17	positive	Milan are the 2nd most successful European team ever (Juventus in the Serie A only)...  Look at them today	
6.7471E+17	negative	my life is in fucking shambles and jacob thinks he's real the victim because I wont co-narrate his godawful 5th stab at Dark Souls 2	
6.74713E+17	positive	"Jaden Smith Deems This 2015 Romance the Best Movie Ever, Excluding Twilight: The aspiring spiritual leader may... https://t.co/KzB5f5nLf7"	
6.74719E+17	negative	"Wait hw can Louis break-up w/ Briana if she's never been his gf in the 1st place. He knocked her up, yes but gf? Uhm #MTVStars One Direction"	
6.74721E+17	neutral	Also costly if to get the new CD you made a 2nd rollover of IRA money within a 1-year period. Taxable distribution! https://t.co/wJ1zRssF3q	
6.74721E+17	neutral	"@Co_Leone with him and Kendrick? No only ""Black Friday"""	
6.74725E+17	positive	also just got Dark Souls to work with OBS i am READY for tomorrow :D	
6.74725E+17	negative	Dana White coming off as an asshole telling Holm's camp about immediate rematch in July &amp; she can't fight Tate. Selfish. What else is new.	
6.74731E+17	neutral	Dana White confirms Cain vs Werdum II on the 6th of February 2016 Las Vegas @cainmma @fabriciowerdum @danawhite	
6.74735E+17	neutral	"for anyone who doesn't know, curtis has the 2nd messiest car I've ever seen in my life"	
6.74745E+17	positive	Wow strong 20 hour cast of Dark Souls. The zwei addiction is real! I'll be back at it tomorrow evening probably after another DaS dream lol	
6.74754E+17	neutral	UFC's Dana White says Holly Holm will wait for Ronda Rousey: Holly Holm may want to fight sooner than a rematc... https://t.co/e6U3lb2Jxk	
6.7476E+17	negative	"@CatLadyCurtis @ZeWby44 small words ms Curtis, he's still a 4th grader mentally"	
6.74766E+17	positive	&lt;Curtis&gt; As you may have seen in previous posts Jen has done an amazing job on the chalkboard. That being said... https://t.co/drpJJjjRCe	
6.74768E+17	negative	@twats0n what are you some stupid Twilight vampire? REAL ones don't go outside to tan. They sleep in complete darkness until the sun is down	
6.7477E+17	positive	Congratulations to @FutbolAndrew confirmed 2nd toughest ultra on this platform behind myself. Up the IRA	
6.74773E+17	positive	Kendrick Lamar getting all 11 Grammys on Sunday would be the best birthday gift ever.....	
6.74778E+17	positive	Kendrick's was straight. But check out my boy J.Cole alright remix. These the top 2 rappers in HISTORY. https://t.co/edexFAV5nw	
6.74788E+17	neutral	"East of the Sun, West of the Twilight: New Moon #SinatraAMovie"	
6.74792E+17	positive	Amy Schumer will be here Friday &amp; I want to go!	
6.74792E+17	neutral	Ummm if u haven't hear Kendrick Lamar n J. Cole's Black Friday ???? What are u going ???	
6.74793E+17	positive	Frightening tales in the dark dried off in the sun in the style of David Bowie. I am now filthy rich.	
6.74794E+17	neutral	@tuviejaforeva Dana white reportedly said holly will have to wait to fight Ronda in July but she wants to fight in February or March smgdh	
6.74796E+17	positive	Madonna was on Saturday Night Live with Bee gees last night :) she is perfect	
6.74801E+17	neutral	"I have a 3 page paper on 20th century film due tomorrow, but here I am, arguing over the merits of the Twilight franchise with a 14 year old"	
6.74807E+17	neutral	Come on Dana white. Can't even have Holm defend the belt once between now and July. https://t.co/GovCO6IoIM	
6.74808E+17	neutral	Dana White just told LA Times that Rousey and Holm rematch is set for July 9th...	
6.74808E+17	positive	Kendrick's verse on Black Friday just validates that he's leaps and bounds above any other rap nigga rn. Jesus Christ	
6.74808E+17	positive	Dana White announcing Holm v. Rousey scheduled for July 9th. Can't wait for the rematch	
6.74809E+17	negative	"I fucks with Kendrick, but March Madness deserve to be our national anthem it's that cold"	
6.7481E+17	positive	hyped for J Cole and Kendrick in February you know I'll be at that concert @JColeNC @kendricklamar	
6.74811E+17	negative	"false, no such thing as ""a song better than march madness"", Kendrick would tell you that too https://t.co/QXhckVFpk9"	
6.74816E+17	positive	@ColemanESPN I find that Kendrick Lamar is good to listen to when you're out on a Friday night driving for Uber. 'Sing About Me' is a cut!	
6.74821E+17	neutral	UFC president Dana White told the Los Angeles Times on Wednesday that Holly Holm will fight Ronda Rousey and said a Ju...  #SportsNews4US	
6.74822E+17	negative	Both dope songs but Kendrick has a message Future just goin dumb on auto tune  https://t.co/pqIhnFhFNR	
6.74824E+17	negative	Damn dawg you weak ass niggas are really berating Kendrick. https://t.co/svYNcP7SqN	
6.74826E+17	neutral	"Wi a live up the higt life, smoke from day till twilight, smoke from night till sun light...(8) #Movado -high like"	
6.74828E+17	negative	lil cousin Kendrick funeral is tomorrow it will be hard seein alot of people heartbroken and crying #flyhighkendrick https://t.co/HqvTD0iCHL	
6.74832E+17	neutral	"Thinking about work tomorrow makes me wanna puke haha, but at least I work with briana"	
6.74833E+17	negative	"Kendrick's ""u"" and The Social Experiment's ""Sunday Candy"" are two songs that make my allergies act up when I hear them."	
6.74835E+17	neutral	@ADP1113 lol so Milan will get a lot of money regardless of being 1st or 15th in the league.	
6.74835E+17	positive	"Mannn, Kendrick may be better than Future, but I would rather listen to Future am day of the week."	
6.7484E+17	neutral	So I'm ready to make more progress in Dark Souls NG-NG+99...we'll kick off tomorrow's stream with NG+86 Chat Chosen Weapons 2pm EDT!!!	
6.74842E+17	neutral	"Kendrick did the same except talk about Molly, but he said we can live at the mall.. that's turnt https://t.co/HLCFn6rovb"	
6.74845E+17	negative	Kendrick said a whole bunch of nothing on that Black Friday something but you people say e be verse of the moment.	
6.74853E+17	positive	I'm only just hearing Black Friday..... Kendrick u freed me	
6.74853E+17	positive	"@AdamxBevel boy don't be talking yo shit on Kendrick, everyone know that album is the best album of the year, Fetty Wap is 2nd."	
6.74854E+17	neutral	What's On @ Chittering this weekend?  Chittering Valley Twilight Markets - Saturday 12th : see the Shire website... https://t.co/hB5owXwwnj	
6.7486E+17	neutral	https://t.co/tipahCPNpX Cracking alternative view on Chris Evans' tenure from @cspaceram #dcfcfans Was he really so bad?	
6.74864E+17	positive	The Twilight Sad @ The Barras with some of the best folk on Saturday is gonna be something special	
6.74865E+17	negative	"@CariChampion heard she can't even eat an apple, her teeth are still loose &amp; fight in July? Dana White didn't milk her enough?!"	
6.74866E+17	neutral	"Next friday I'll be in Milan having breakfast ant talking about illustration, time and creativity. See you at... https://t.co/4aHWGOtiV0"	
6.74873E+17	neutral	"Remember Amy Schumer on  #RedEye.....sadly now I think she may think she is ""to good for panel"""	
6.74876E+17	negative	sigh i'm going back to milan tomorrow	
6.74878E+17	negative	@JeremyCorbyn4PM is that the same Tony Blair who invaded Iraq on the basis of a lie? The man you wouldn't buy a 2nd hand car from?	
6.74878E+17	positive	"Thanks @mpefm for the post! See you this evening from 6.30 pm in our Gallery (Piazza XXV Aprile 11/b, Milan) https://t.co/lCOl4LypWC"	
6.74879E+17	negative	"Who killed Gaddafi dissident Ali Abuzeid? Why was the killer never brought to justice?""Tony Blair sold my dad out"" https://t.co/EdH5hDEqdb"	
6.74883E+17	positive	The concerts are tonight through Saturday. Go. She is after all the Tony Blair of music (undefeated).  https://t.co/OIiFtqhWay	
6.74885E+17	neutral	Bravely Second being the end of Feb also has a knock-on effect on March too. Will probably be too busy with it for Twilight Princess HD.	
6.74889E+17	positive	"Our Top Picks for This Weekend (It's HUGE)   FRI | Twilight Carols &amp; Christmas Market with Peter Combe, Stepney... https://t.co/J29IW9Xr2F"	
6.74909E+17	neutral	FACT: if Kendrick made a song about crapping it would be 10x more influential than a Future song about slavery https://t.co/k6WXDJKkSH	
6.74912E+17	neutral	@SCOOTERELLERY you're right about Curtis but they expect to have someone in by the weekend or Monday latest so all we can do is hope	
6.74913E+17	neutral	So MFs just gon act like J. Cole and Kendrick Lamar didn't hint at dropping that collab joint in February???	
6.74926E+17	positive	Tomorrow night we play David Bowie music at the inauguration of his famous exhibition in the Groninger Museum -... https://t.co/Z2dGx8dV7M	
6.74927E+17	neutral	HOW DEEP IS YOUR LOVE by BEE GEES was no.3 in the UK charts on 10 December 1977 https://t.co/vnBxJSTqUB	
6.74929E+17	neutral	Dana White is eyeing July 9th for the rematch between Ronda Rousey &amp; Holly Holm https://t.co/lWXCtzc7vO https://t.co/RYYCeBW80h	
6.74929E+17	neutral	Dana white forcing Ronda back in the ring after she got put to sleep. He says it will be a rematch July 9th	
6.74932E+17	neutral	"My question: If @Pontifex has canceled May trip to Milan for Jubilee commitments, what are the commitments. He going someplace else?"	
6.74933E+17	positive	I laughed at the end of Kendrick's black friday	
6.74934E+17	neutral	buying tickets for @troyesivan in milan tomorrow and i swear i feel like i'm going to war	
6.74936E+17	neutral	"ITMA 2015, held in Milan from 12 to 19 November at the Fiera Milano trade fair grounds, closed its doors with... https://t.co/aPsEjhgOC5"	
6.74938E+17	positive	It's Star Wars Day tomorrow at the office. Tempted to go to work in a really tight shirt and tell people I'm cosplaying Jabba the Hutt.	
6.74949E+17	positive	"Twilight Thursday at the Arms Family Museum! Memories of Christmas Past is open 12-7 today, with music from the Mahoning Valley Chorale."	
6.74952E+17	neutral	Dana White Says the Ronda Rousey/Holly Holm Rematch Will Likely Take Place at UFC 200 in July https://t.co/0oW0cc3q2G	
6.74956E+17	positive	Dana White says rematch #RouseyVsHolm is on for UFC200.  It will be at the new Las Vegas arena.  I think this could be bigger than May-Pac.	
6.74961E+17	positive	Retirement moves: Little-known IRA shift may save you money https://t.co/mxP1XKYqfs https://t.co/WQ5CwagWJJ	
6.74963E+17	neutral	we pumping inside twilight on Dec 19th UGLY SWEATER FETE'R with @SKFTHECHAMP @Badnewz_JUK @BassLinetheMC @DJSOCASWEETNESS Get Mad Now..	
6.74969E+17	negative	Both semi's of the 2004/05 UCL were sick!! The Milan - Psv 2nd leg was just nasty	
6.74972E+17	neutral	"MILAN - Italian Premier Matteo Renzi on Thursday defended the government's move to save four local banks, saying https://t.co/RMVUNENjwD"	
6.74977E+17	positive	Kendrick's flow in the last minute of Black Friday is too damn good	
6.74978E+17	neutral	#nowplaying And the Sun Will Shine - Bee Gees #foobar2000 https://t.co/Kv4ERrDiPJ	
6.74979E+17	neutral	"The Ronda Rousey-Holly Holm rematch will take place July 9 at UFC 200, Dana White told the LA Times. https://t.co/uZ2q61kSNd"	
6.74979E+17	neutral	"After Amit Shah, Rahul Gandhi will open congress campaign for 2016 Assam election tomorrow.He is on a two days visit to the state.."	
6.74979E+17	neutral	Tonight at 7 o'clock join us for Bingo with Curtis in the 1st Floor Activities Room.	
6.7498E+17	neutral	@NiaLovelis did you know that me and @valsinneverland wait from 10am to 8pm (then Katja joined) in Duomo square in Milan the 3rd for you?	
6.74985E+17	neutral	@jerryhayes1 @TiggerTherese I think Trump'd probably prefer not to mention the IRA years tbh https://t.co/Rl0kMijPd1	
6.74988E+17	neutral	When niggas in the bus are playing Kendrick and Cole's Black Friday out loud &gt;&gt;&gt;&gt;&gt;&gt;	
6.74989E+17	positive	"@Walt1Ya Crazy that you use Kendrick. I'm listening to Kendrick Lamar &amp; J. Cole's  ""Black Friday"" as I type this tweet."	
6.74993E+17	positive	Really wanting to see Carol when it's released! I am hearing that this may well be Cate Blanchett's best performance ever! #GoldenGlobes	
6.75001E+17	neutral	Oh now ya'll wanna drop on the Kendrick train... https://t.co/Sj7VcdsPnc	
6.75005E+17	neutral	#Retirement moves: Little known IRA shift may save you money featuring Professor David Littell via CNBC.... https://t.co/LicDRDBS68	
6.75006E+17	neutral	@tvlover01 May sweeps is close to 6 months. I don't think she should be punished though. Let her have Curtis or Lucky at least.	
6.75008E+17	negative	"@ABQJournal Holly wants to fight before July; Dana White says ""no""...so can White prevent Holly from earning until he says ""okay""?"	
6.75009E+17	neutral	Music Dispatch: Gorillaz May Collaborate with David Bowie https://t.co/DHA2fvkFRQ #yesplease #love	
6.75012E+17	neutral	Get your tickets to see Amy Schumer when she performs at BB&amp;T Center this Saturday https://t.co/yOfn0A7OOl. Or... https://t.co/hX0kdv9BXa	
6.75017E+17	neutral	@HarryBowditch taking a day off got a photo shoot in Milan tomorrow at 6:/	
6.75019E+17	neutral	U can't in human experience rush into light.U've t go through twilight into broadeningDay before noon comes &amp; full sun is upon the landscape	
6.7502E+17	neutral	Dana White says the Ronda Rousey and Holly Holm rematch will likely take place in July https://t.co/JTah914NXs https://t.co/bPVirJWeDG	
6.75021E+17	neutral	.@SemCasinoCoCo #PickSix: Dana White announcing Holly Holm's next fight won't be until a July rematch with Ronda Rousey is _____. #HomeTeam	
6.75027E+17	neutral	Thurs 12/10:  Thor the Elf is moving closer to our kitchen.  Hmmm... #ThortheElf2015 https://t.co/c1paMxIhrU	
6.75032E+17	positive	.@SirJamieH I first saw him on Dana White's pilot episode and saw his fight in October - he does look impressive	
6.75033E+17	neutral	@chardg_s Hi there. Im here on behalf of Ira. May I know if you're referring to SUPERSURF200? Please be aware tha... https://t.co/cRTiNVcZ1F	
6.75033E+17	positive	I posted on FB for the first time in years to only post links from the Black Friday songs from J.Cole and Kendrick lmao	
6.75034E+17	neutral	"@KingG1bbs You've heard the Black Friday collaboration with Kendrick Lamar and J.Cole right? So, the question is- Kendrick Lamar or J.Cole?"	
6.75037E+17	positive	"@piersmorgan @danbranowsky it worked well for the IRA too, you would think the English may have learnt something by now"	
6.75041E+17	positive	Lemme see if Kendrick Lamar can become the 2nd Hip Hop artist to win Album of The Year at the Grammy Awards....	
6.75041E+17	neutral	"Kim Kardashian Shows Off 'Gorgeous' Roses from Celeb Pals Like Chrissy Teigen and John ...: On Thursday, the r... https://t.co/xKkA2axqHe"	
6.75044E+17	neutral	I just read Kim Kardashian May Have Gestational Diabetes https://t.co/hxAImpUUXA via @airGBuzz	
6.75044E+17	positive	"Busy day in Milan tomorrow, four meetings. Hopefully no fog..."	
6.75047E+17	neutral	I wonder how long it will take for Chris Evans to slip in a plug for TFI Friday or Top Gear. #BBCMusicAwards	
6.75048E+17	positive	Better be with Kendrick Lamar https://t.co/Q8PkITPnUo	
6.75052E+17	positive	I could listen to the black Friday songs Kendrick and cole dropped all day man fr	
6.75055E+17	neutral	"@scalzi Yep. Need to do that by year end or by April 15th, depending on the kind of IRA. Remember to fund HSA, too, if you have one!"	
6.75056E+17	neutral	Is Chris Evans turning into Alan Partridge? Brian May's introduction just needed an  A-Ha #BBCMusicAwards	
6.75059E+17	neutral	Ending our Thursday we have....  Bee Gees with Immortality https://t.co/zZeu302YCK	
6.75062E+17	positive	Marquis of Vaudeville will be performing some of your fav David Bowie gems mingled with our own musical mischief! https://t.co/3quU6ueRNq	
6.75063E+17	positive	Lol Cate Blanchett may well turn out to be the next Meryl Streep.	
6.75064E+17	neutral	Petition for @Urban_Strangers to open the @yearsandyears show in Milan in March.	
6.75068E+17	positive	"you can meet the mandem you can meet the fam,1st class shopping trip to milan #manlikegatsby @Beth_garnish @LeannneCoyne"	
6.75069E+17	positive	"I am almost finished with ""Twilight's Tomorrow""! If I break your heart with the ending it means you lived the book. #amwriting #LiveTheBook"	
6.75069E+17	neutral	@RichieAllenShow Many listeners are not with the information yet.  May have read a book or 2but still not convinced!  Twilight zone someone?	
6.7508E+17	neutral	@GigHarborLax just added a game with Curtis for April 1st. No fooling.	
6.7508E+17	neutral	@chancetherapper will be performing this Saturday on #SNL and he just did a promo with fuckin' Thor:  https://t.co/f5Jj1Wc7LM	
6.75084E+17	neutral	@AlexisssDavis I'm finishing sophomore year in curtis but I'm moving too jersey Saturday well tmr i get the keys and everything	
6.7509E+17	positive	@NidtheDragon   5. I initially grew interest in Dark Souls because I found out Golden Sun shared the same composer. :V	
6.75094E+17	positive	Cate Blanchett leads the winners at the 5th annual AACTA Awards | Daily Mail Online https://t.co/r4M1JzM0BB	
6.75095E+17	neutral	"Didn't Major meet the IRA, Quentin? I may be wrong possibly....."	
6.75095E+17	neutral	No mention that Thatcher Blair and major also talked to the IRA or else no good Friday agreement #bbcqt	
6.75096E+17	negative	"C'mon Christine,  even you know Tony Blair is a has been. @camanpour https://t.co/jO8vbmDcE4"	
6.75099E+17	neutral	"Where to buy minimalist, vintage, and Kim Kardashian pins on the internet:  https://t.co/BrPRMlCHd7 https://t.co/R9a9LjH0zy"	
6.751E+17	neutral	"This Sunday Live on Concert: Alisah, Guji, Janice, Jessica, Moira, Stan &amp; Thor! At the opening of #HelloKittyCafe https://t.co/QNQCTyXqHK"	
6.75101E+17	positive	"For those that wanna see Inside Amy Schumer's Golden Globes , it may happen! #cantwait https://t.co/3P2aTZQXYe"	
6.75106E+17	neutral	I drew a fairy King on https://t.co/kvCvya8GY6 - with David Bowie pants and all. hope to see everyone on Saturday :D https://t.co/x9qICU1tR9	
6.75106E+17	negative	"It may be controversial, but from the wholesale approval of Corbyn, I am reminded of Tony Blair. He could do no wrong as well."	
6.75109E+17	positive	"Cate Blanchett in the Marvel universe? Oh, we would LOVE this. https://t.co/rBHTeWKrXj"	
6.7511E+17	positive	@Cathegorical I am Hoping this spring.....maybe we could go see NJ at Frontier Festival in Milan .... April 24. We would rock it.  Xxx	
6.75112E+17	neutral	EXCLUSIVE: Cate Blanchett may be joining the #Marvel universe! | Don't tease me! #scifi #movies #MCU https://t.co/xcYerXq5LH	
6.75113E+17	neutral	Cate Blanchett may star in the new Thor movie IS NOTHING SACRED ANYMORE	
6.75114E+17	positive	Cate Blanchett May Star in Marvel's 'Thor: Ragnarok':  The award-winning actress is reportedly in the middle o... https://t.co/v24Ax0Ajhc	
6.75116E+17	neutral	1st Soundtrack for the Milan Game https://t.co/qHCJvcKnVB	
6.75118E+17	negative	i probably failed my exam today but at least i was the 5th like on Kim Kardashian's insta pic	
6.75119E+17	negative	@BXHXLD @artschooldrop I'll never forget you getting in an argument over Kendrick's black on black crime stuff in the club on a friday night	
6.75121E+17	positive	Oscar-winner Cate Blanchett may soon be joining the Marvel universe.  YES YES I DONT CARE WHAT SHE WILL PLAY YES YES	
6.75122E+17	positive	@JamieMoranUK Dark Souls 1 is my fav game of all time. Played it exclusively from release date for nearly 8 months.  Became a 2nd home...	
6.75124E+17	positive	Nu op Radio Zaanstad Bee Gees - Will you still love me tomorrow 1	
6.75125E+17	neutral	UNDER PRESSURE by QUEEN AND DAVID BOWIE was no.2 in the UK charts on 10 December 1981 https://t.co/eYTNC0nb9l	
6.75126E+17	neutral	"People who seem incredulous that Cate Blanchett may be in THOR 3: You do remember that she played an elf, right?"	
6.75131E+17	positive	"Was listening to Kendrick's ""Black Friday"" and I'm pretty sure it took my Call of Duty online to a entirely new level.."	
6.75133E+17	positive	Black Friday by J. Cole and Kendrick is soooo good and the ending of J. coles version had me dead	
